housingprice_index,REF_DATE,City,Province,Housing_Type,PRICE_INDEX
2334,1986-01-01,Hamilton,Ontario,House only,34
2335,1986-01-01,Hamilton,Ontario,Land only,58
2336,1986-01-01,St. Catharines-Niagara,Ontario,House only,37
2337,1986-01-01,St. Catharines-Niagara,Ontario,Land only,54
2338,1986-01-01,Kitchener-Cambridge-Waterloo,Ontario,House only,42
2339,1986-01-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,54
2340,1986-01-01,London,Ontario,House only,35
2341,1986-01-01,London,Ontario,Land only,55
2342,1986-01-01,Windsor,Ontario,House only,69
2343,1986-01-01,Windsor,Ontario,Land only,52
2344,1986-01-01,Greater Sudbury,Ontario,House only,64
2345,1986-01-01,Greater Sudbury,Ontario,Land only,56
2346,1986-01-01,Winnipeg,Manitoba,House only,37
2347,1986-01-01,Winnipeg,Manitoba,Land only,26
2348,1986-01-01,Regina,Saskatchewan,House only,23
2349,1986-01-01,Regina,Saskatchewan,Land only,24
2350,1986-01-01,Saskatoon,Saskatchewan,House only,37
2351,1986-01-01,Saskatoon,Saskatchewan,Land only,33
2352,1986-01-01,Calgary,Alberta,House only,25
2353,1986-01-01,Calgary,Alberta,Land only,20
2354,1986-01-01,Edmonton,Alberta,House only,33
2355,1986-01-01,Edmonton,Alberta,Land only,25
2356,1986-01-01,Vancouver,British Columbia,House only,73
2357,1986-01-01,Vancouver,British Columbia,Land only,52
2358,1986-01-01,Victoria,British Columbia,House only,160
2359,1986-01-01,Victoria,British Columbia,Land only,32
2360,1986-02-01,St. John's,Newfoundland and Labrador,House only,39
2361,1986-02-01,St. John's,Newfoundland and Labrador,Land only,35
2362,1986-02-01,Halifax,Nova Scotia,House only,50
2363,1986-02-01,Halifax,Nova Scotia,Land only,51
2364,1986-02-01,Saint John,Fredericton,House only,75
2365,1986-02-01,Saint John,Fredericton,Land only,59
2366,1986-02-01,Québec,Quebec,House only,46
2367,1986-02-01,Québec,Quebec,Land only,27
2368,1986-02-01,Montréal,Quebec,House only,39
2369,1986-02-01,Montréal,Quebec,Land only,35
2370,1986-02-01,Ottawa-Gatineau,Ontario part,House only,42
2371,1986-02-01,Ottawa-Gatineau,Ontario part,Land only,53
2372,1986-02-01,Toronto,Ontario,House only,30
2373,1986-02-01,Toronto,Ontario,Land only,41
2374,1986-02-01,Hamilton,Ontario,House only,35
2375,1986-02-01,Hamilton,Ontario,Land only,58
2376,1986-02-01,St. Catharines-Niagara,Ontario,House only,37
2377,1986-02-01,St. Catharines-Niagara,Ontario,Land only,54
2378,1986-02-01,Kitchener-Cambridge-Waterloo,Ontario,House only,43
2379,1986-02-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,54
2380,1986-02-01,London,Ontario,House only,36
2381,1986-02-01,London,Ontario,Land only,55
2382,1986-02-01,Windsor,Ontario,House only,71
2383,1986-02-01,Windsor,Ontario,Land only,55
2384,1986-02-01,Greater Sudbury,Ontario,House only,64
2385,1986-02-01,Greater Sudbury,Ontario,Land only,56
2386,1986-02-01,Winnipeg,Manitoba,House only,37
2387,1986-02-01,Winnipeg,Manitoba,Land only,26
2388,1986-02-01,Regina,Saskatchewan,House only,24
2389,1986-02-01,Regina,Saskatchewan,Land only,24
2390,1986-02-01,Saskatoon,Saskatchewan,House only,37
2391,1986-02-01,Saskatoon,Saskatchewan,Land only,33
2392,1986-02-01,Calgary,Alberta,House only,25
2393,1986-02-01,Calgary,Alberta,Land only,20
2394,1986-02-01,Edmonton,Alberta,House only,34
2395,1986-02-01,Edmonton,Alberta,Land only,25
2396,1986-02-01,Vancouver,British Columbia,House only,73
2397,1986-02-01,Vancouver,British Columbia,Land only,52
2398,1986-02-01,Victoria,British Columbia,House only,161
2399,1986-02-01,Victoria,British Columbia,Land only,32
2400,1986-03-01,St. John's,Newfoundland and Labrador,House only,39
2401,1986-03-01,St. John's,Newfoundland and Labrador,Land only,35
2402,1986-03-01,Halifax,Nova Scotia,House only,50
2403,1986-03-01,Halifax,Nova Scotia,Land only,51
2404,1986-03-01,Saint John,Fredericton,House only,75
2405,1986-03-01,Saint John,Fredericton,Land only,59
2406,1986-03-01,Québec,Quebec,House only,46
2407,1986-03-01,Québec,Quebec,Land only,27
2408,1986-03-01,Montréal,Quebec,House only,39
2409,1986-03-01,Montréal,Quebec,Land only,35
2410,1986-03-01,Ottawa-Gatineau,Ontario part,House only,42
2411,1986-03-01,Ottawa-Gatineau,Ontario part,Land only,53
2412,1986-03-01,Toronto,Ontario,House only,30
2413,1986-03-01,Toronto,Ontario,Land only,41
2414,1986-03-01,Hamilton,Ontario,House only,35
2415,1986-03-01,Hamilton,Ontario,Land only,59
2416,1986-03-01,St. Catharines-Niagara,Ontario,House only,38
2417,1986-03-01,St. Catharines-Niagara,Ontario,Land only,54
2418,1986-03-01,Kitchener-Cambridge-Waterloo,Ontario,House only,44
2419,1986-03-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,54
2420,1986-03-01,London,Ontario,House only,36
2421,1986-03-01,London,Ontario,Land only,57
2422,1986-03-01,Windsor,Ontario,House only,71
2423,1986-03-01,Windsor,Ontario,Land only,55
2424,1986-03-01,Greater Sudbury,Ontario,House only,64
2425,1986-03-01,Greater Sudbury,Ontario,Land only,56
2426,1986-03-01,Winnipeg,Manitoba,House only,38
2427,1986-03-01,Winnipeg,Manitoba,Land only,27
2428,1986-03-01,Regina,Saskatchewan,House only,24
2429,1986-03-01,Regina,Saskatchewan,Land only,24
2430,1986-03-01,Saskatoon,Saskatchewan,House only,37
2431,1986-03-01,Saskatoon,Saskatchewan,Land only,33
2432,1986-03-01,Calgary,Alberta,House only,25
2433,1986-03-01,Calgary,Alberta,Land only,21
2434,1986-03-01,Edmonton,Alberta,House only,34
2435,1986-03-01,Edmonton,Alberta,Land only,25
2436,1986-03-01,Vancouver,British Columbia,House only,73
2437,1986-03-01,Vancouver,British Columbia,Land only,52
2438,1986-03-01,Victoria,British Columbia,House only,161
2439,1986-03-01,Victoria,British Columbia,Land only,32
2440,1986-04-01,St. John's,Newfoundland and Labrador,House only,39
2441,1986-04-01,St. John's,Newfoundland and Labrador,Land only,35
2442,1986-04-01,Halifax,Nova Scotia,House only,50
2443,1986-04-01,Halifax,Nova Scotia,Land only,51
2444,1986-04-01,Saint John,Fredericton,House only,75
2445,1986-04-01,Saint John,Fredericton,Land only,59
2446,1986-04-01,Québec,Quebec,House only,47
2447,1986-04-01,Québec,Quebec,Land only,27
2448,1986-04-01,Montréal,Quebec,House only,40
2449,1986-04-01,Montréal,Quebec,Land only,35
2450,1986-04-01,Ottawa-Gatineau,Ontario part,House only,43
2451,1986-04-01,Ottawa-Gatineau,Ontario part,Land only,54
2452,1986-04-01,Toronto,Ontario,House only,30
2453,1986-04-01,Toronto,Ontario,Land only,41
2454,1986-04-01,Hamilton,Ontario,House only,36
2455,1986-04-01,Hamilton,Ontario,Land only,59
2456,1986-04-01,St. Catharines-Niagara,Ontario,House only,38
2457,1986-04-01,St. Catharines-Niagara,Ontario,Land only,54
2458,1986-04-01,Kitchener-Cambridge-Waterloo,Ontario,House only,45
2459,1986-04-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,54
2460,1986-04-01,London,Ontario,House only,36
2461,1986-04-01,London,Ontario,Land only,56
2462,1986-04-01,Windsor,Ontario,House only,72
2463,1986-04-01,Windsor,Ontario,Land only,55
2464,1986-04-01,Greater Sudbury,Ontario,House only,64
2465,1986-04-01,Greater Sudbury,Ontario,Land only,56
2466,1986-04-01,Winnipeg,Manitoba,House only,38
2467,1986-04-01,Winnipeg,Manitoba,Land only,27
2468,1986-04-01,Regina,Saskatchewan,House only,24
2469,1986-04-01,Regina,Saskatchewan,Land only,24
2470,1986-04-01,Saskatoon,Saskatchewan,House only,37
2471,1986-04-01,Saskatoon,Saskatchewan,Land only,34
2472,1986-04-01,Calgary,Alberta,House only,25
2473,1986-04-01,Calgary,Alberta,Land only,21
2474,1986-04-01,Edmonton,Alberta,House only,34
2475,1986-04-01,Edmonton,Alberta,Land only,25
2476,1986-04-01,Vancouver,British Columbia,House only,74
2477,1986-04-01,Vancouver,British Columbia,Land only,52
2478,1986-04-01,Victoria,British Columbia,House only,160
2479,1986-04-01,Victoria,British Columbia,Land only,32
2480,1986-05-01,St. John's,Newfoundland and Labrador,House only,40
2481,1986-05-01,St. John's,Newfoundland and Labrador,Land only,35
2482,1986-05-01,Halifax,Nova Scotia,House only,50
2483,1986-05-01,Halifax,Nova Scotia,Land only,52
2484,1986-05-01,Saint John,Fredericton,House only,76
2485,1986-05-01,Saint John,Fredericton,Land only,61
2486,1986-05-01,Québec,Quebec,House only,47
2487,1986-05-01,Québec,Quebec,Land only,27
2488,1986-05-01,Montréal,Quebec,House only,40
2489,1986-05-01,Montréal,Quebec,Land only,35
2490,1986-05-01,Ottawa-Gatineau,Ontario part,House only,43
2491,1986-05-01,Ottawa-Gatineau,Ontario part,Land only,54
2492,1986-05-01,Toronto,Ontario,House only,31
2493,1986-05-01,Toronto,Ontario,Land only,41
2494,1986-05-01,Hamilton,Ontario,House only,36
2495,1986-05-01,Hamilton,Ontario,Land only,59
2496,1986-05-01,St. Catharines-Niagara,Ontario,House only,39
2497,1986-05-01,St. Catharines-Niagara,Ontario,Land only,55
2498,1986-05-01,Kitchener-Cambridge-Waterloo,Ontario,House only,45
2499,1986-05-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,54
2500,1986-05-01,London,Ontario,House only,36
2501,1986-05-01,London,Ontario,Land only,56
2502,1986-05-01,Windsor,Ontario,House only,73
2503,1986-05-01,Windsor,Ontario,Land only,55
2504,1986-05-01,Greater Sudbury,Ontario,House only,64
2505,1986-05-01,Greater Sudbury,Ontario,Land only,56
2506,1986-05-01,Winnipeg,Manitoba,House only,38
2507,1986-05-01,Winnipeg,Manitoba,Land only,27
2508,1986-05-01,Regina,Saskatchewan,House only,24
2509,1986-05-01,Regina,Saskatchewan,Land only,24
2510,1986-05-01,Saskatoon,Saskatchewan,House only,38
2511,1986-05-01,Saskatoon,Saskatchewan,Land only,34
2512,1986-05-01,Calgary,Alberta,House only,25
2513,1986-05-01,Calgary,Alberta,Land only,21
2514,1986-05-01,Edmonton,Alberta,House only,34
2515,1986-05-01,Edmonton,Alberta,Land only,25
2516,1986-05-01,Vancouver,British Columbia,House only,74
2517,1986-05-01,Vancouver,British Columbia,Land only,52
2518,1986-05-01,Victoria,British Columbia,House only,160
2519,1986-05-01,Victoria,British Columbia,Land only,32
2520,1986-06-01,St. John's,Newfoundland and Labrador,House only,40
2521,1986-06-01,St. John's,Newfoundland and Labrador,Land only,35
2522,1986-06-01,Halifax,Nova Scotia,House only,50
2523,1986-06-01,Halifax,Nova Scotia,Land only,52
2524,1986-06-01,Saint John,Fredericton,House only,76
2525,1986-06-01,Saint John,Fredericton,Land only,61
2526,1986-06-01,Québec,Quebec,House only,47
2527,1986-06-01,Québec,Quebec,Land only,27
2528,1986-06-01,Montréal,Quebec,House only,40
2529,1986-06-01,Montréal,Quebec,Land only,35
2530,1986-06-01,Ottawa-Gatineau,Ontario part,House only,43
2531,1986-06-01,Ottawa-Gatineau,Ontario part,Land only,54
2532,1986-06-01,Toronto,Ontario,House only,32
2533,1986-06-01,Toronto,Ontario,Land only,41
2534,1986-06-01,Hamilton,Ontario,House only,36
2535,1986-06-01,Hamilton,Ontario,Land only,59
2536,1986-06-01,St. Catharines-Niagara,Ontario,House only,39
2537,1986-06-01,St. Catharines-Niagara,Ontario,Land only,55
2538,1986-06-01,Kitchener-Cambridge-Waterloo,Ontario,House only,45
2539,1986-06-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,55
2540,1986-06-01,London,Ontario,House only,37
2541,1986-06-01,London,Ontario,Land only,56
2542,1986-06-01,Windsor,Ontario,House only,73
2543,1986-06-01,Windsor,Ontario,Land only,55
2544,1986-06-01,Greater Sudbury,Ontario,House only,64
2545,1986-06-01,Greater Sudbury,Ontario,Land only,56
2546,1986-06-01,Winnipeg,Manitoba,House only,38
2547,1986-06-01,Winnipeg,Manitoba,Land only,27
2548,1986-06-01,Regina,Saskatchewan,House only,24
2549,1986-06-01,Regina,Saskatchewan,Land only,24
2550,1986-06-01,Saskatoon,Saskatchewan,House only,38
2551,1986-06-01,Saskatoon,Saskatchewan,Land only,35
2552,1986-06-01,Calgary,Alberta,House only,25
2553,1986-06-01,Calgary,Alberta,Land only,21
2554,1986-06-01,Edmonton,Alberta,House only,34
2555,1986-06-01,Edmonton,Alberta,Land only,25
2556,1986-06-01,Vancouver,British Columbia,House only,74
2557,1986-06-01,Vancouver,British Columbia,Land only,52
2558,1986-06-01,Victoria,British Columbia,House only,158
2559,1986-06-01,Victoria,British Columbia,Land only,32
2560,1986-07-01,St. John's,Newfoundland and Labrador,House only,40
2561,1986-07-01,St. John's,Newfoundland and Labrador,Land only,35
2562,1986-07-01,Halifax,Nova Scotia,House only,50
2563,1986-07-01,Halifax,Nova Scotia,Land only,52
2564,1986-07-01,Saint John,Fredericton,House only,76
2565,1986-07-01,Saint John,Fredericton,Land only,61
2566,1986-07-01,Québec,Quebec,House only,48
2567,1986-07-01,Québec,Quebec,Land only,27
2568,1986-07-01,Montréal,Quebec,House only,40
2569,1986-07-01,Montréal,Quebec,Land only,36
2570,1986-07-01,Ottawa-Gatineau,Ontario part,House only,43
2571,1986-07-01,Ottawa-Gatineau,Ontario part,Land only,55
2572,1986-07-01,Toronto,Ontario,House only,32
2573,1986-07-01,Toronto,Ontario,Land only,41
2574,1986-07-01,Hamilton,Ontario,House only,37
2575,1986-07-01,Hamilton,Ontario,Land only,59
2576,1986-07-01,St. Catharines-Niagara,Ontario,House only,39
2577,1986-07-01,St. Catharines-Niagara,Ontario,Land only,55
2578,1986-07-01,Kitchener-Cambridge-Waterloo,Ontario,House only,45
2579,1986-07-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,56
2580,1986-07-01,London,Ontario,House only,38
2581,1986-07-01,London,Ontario,Land only,56
2582,1986-07-01,Windsor,Ontario,House only,73
2583,1986-07-01,Windsor,Ontario,Land only,55
2584,1986-07-01,Greater Sudbury,Ontario,House only,64
2585,1986-07-01,Greater Sudbury,Ontario,Land only,56
2586,1986-07-01,Winnipeg,Manitoba,House only,38
2587,1986-07-01,Winnipeg,Manitoba,Land only,28
2588,1986-07-01,Regina,Saskatchewan,House only,24
2589,1986-07-01,Regina,Saskatchewan,Land only,24
2590,1986-07-01,Saskatoon,Saskatchewan,House only,38
2591,1986-07-01,Saskatoon,Saskatchewan,Land only,35
2592,1986-07-01,Calgary,Alberta,House only,25
2593,1986-07-01,Calgary,Alberta,Land only,21
2594,1986-07-01,Edmonton,Alberta,House only,34
2595,1986-07-01,Edmonton,Alberta,Land only,25
2596,1986-07-01,Vancouver,British Columbia,House only,74
2597,1986-07-01,Vancouver,British Columbia,Land only,52
2598,1986-07-01,Victoria,British Columbia,House only,157
2599,1986-07-01,Victoria,British Columbia,Land only,32
2600,1986-08-01,St. John's,Newfoundland and Labrador,House only,40
2601,1986-08-01,St. John's,Newfoundland and Labrador,Land only,35
2602,1986-08-01,Halifax,Nova Scotia,House only,50
2603,1986-08-01,Halifax,Nova Scotia,Land only,52
2604,1986-08-01,Saint John,Fredericton,House only,76
2605,1986-08-01,Saint John,Fredericton,Land only,61
2606,1986-08-01,Québec,Quebec,House only,48
2607,1986-08-01,Québec,Quebec,Land only,28
2608,1986-08-01,Montréal,Quebec,House only,40
2609,1986-08-01,Montréal,Quebec,Land only,36
2610,1986-08-01,Ottawa-Gatineau,Ontario part,House only,43
2611,1986-08-01,Ottawa-Gatineau,Ontario part,Land only,55
2612,1986-08-01,Toronto,Ontario,House only,33
2613,1986-08-01,Toronto,Ontario,Land only,42
2614,1986-08-01,Hamilton,Ontario,House only,37
2615,1986-08-01,Hamilton,Ontario,Land only,59
2616,1986-08-01,St. Catharines-Niagara,Ontario,House only,40
2617,1986-08-01,St. Catharines-Niagara,Ontario,Land only,55
2618,1986-08-01,Kitchener-Cambridge-Waterloo,Ontario,House only,45
2619,1986-08-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,57
2620,1986-08-01,London,Ontario,House only,39
2621,1986-08-01,London,Ontario,Land only,56
2622,1986-08-01,Windsor,Ontario,House only,73
2623,1986-08-01,Windsor,Ontario,Land only,56
2624,1986-08-01,Greater Sudbury,Ontario,House only,64
2625,1986-08-01,Greater Sudbury,Ontario,Land only,56
2626,1986-08-01,Winnipeg,Manitoba,House only,39
2627,1986-08-01,Winnipeg,Manitoba,Land only,28
2628,1986-08-01,Regina,Saskatchewan,House only,24
2629,1986-08-01,Regina,Saskatchewan,Land only,24
2630,1986-08-01,Saskatoon,Saskatchewan,House only,38
2631,1986-08-01,Saskatoon,Saskatchewan,Land only,35
2632,1986-08-01,Calgary,Alberta,House only,25
2633,1986-08-01,Calgary,Alberta,Land only,21
2634,1986-08-01,Edmonton,Alberta,House only,34
2635,1986-08-01,Edmonton,Alberta,Land only,25
2636,1986-08-01,Vancouver,British Columbia,House only,73
2637,1986-08-01,Vancouver,British Columbia,Land only,53
2638,1986-08-01,Victoria,British Columbia,House only,154
2639,1986-08-01,Victoria,British Columbia,Land only,32
2640,1986-09-01,St. John's,Newfoundland and Labrador,House only,40
2641,1986-09-01,St. John's,Newfoundland and Labrador,Land only,35
2642,1986-09-01,Halifax,Nova Scotia,House only,50
2643,1986-09-01,Halifax,Nova Scotia,Land only,52
2644,1986-09-01,Saint John,Fredericton,House only,76
2645,1986-09-01,Saint John,Fredericton,Land only,61
2646,1986-09-01,Québec,Quebec,House only,49
2647,1986-09-01,Québec,Quebec,Land only,28
2648,1986-09-01,Montréal,Quebec,House only,41
2649,1986-09-01,Montréal,Quebec,Land only,36
2650,1986-09-01,Ottawa-Gatineau,Ontario part,House only,43
2651,1986-09-01,Ottawa-Gatineau,Ontario part,Land only,55
2652,1986-09-01,Toronto,Ontario,House only,35
2653,1986-09-01,Toronto,Ontario,Land only,44
2654,1986-09-01,Hamilton,Ontario,House only,37
2655,1986-09-01,Hamilton,Ontario,Land only,59
2656,1986-09-01,St. Catharines-Niagara,Ontario,House only,41
2657,1986-09-01,St. Catharines-Niagara,Ontario,Land only,55
2658,1986-09-01,Kitchener-Cambridge-Waterloo,Ontario,House only,45
2659,1986-09-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,57
2660,1986-09-01,London,Ontario,House only,39
2661,1986-09-01,London,Ontario,Land only,56
2662,1986-09-01,Windsor,Ontario,House only,73
2663,1986-09-01,Windsor,Ontario,Land only,56
2664,1986-09-01,Greater Sudbury,Ontario,House only,64
2665,1986-09-01,Greater Sudbury,Ontario,Land only,56
2666,1986-09-01,Winnipeg,Manitoba,House only,39
2667,1986-09-01,Winnipeg,Manitoba,Land only,28
2668,1986-09-01,Regina,Saskatchewan,House only,24
2669,1986-09-01,Regina,Saskatchewan,Land only,24
2670,1986-09-01,Saskatoon,Saskatchewan,House only,38
2671,1986-09-01,Saskatoon,Saskatchewan,Land only,35
2672,1986-09-01,Calgary,Alberta,House only,25
2673,1986-09-01,Calgary,Alberta,Land only,21
2674,1986-09-01,Edmonton,Alberta,House only,34
2675,1986-09-01,Edmonton,Alberta,Land only,25
2676,1986-09-01,Vancouver,British Columbia,House only,74
2677,1986-09-01,Vancouver,British Columbia,Land only,53
2678,1986-09-01,Victoria,British Columbia,House only,152
2679,1986-09-01,Victoria,British Columbia,Land only,32
2680,1986-10-01,St. John's,Newfoundland and Labrador,House only,40
2681,1986-10-01,St. John's,Newfoundland and Labrador,Land only,35
2682,1986-10-01,Halifax,Nova Scotia,House only,50
2683,1986-10-01,Halifax,Nova Scotia,Land only,52
2684,1986-10-01,Saint John,Fredericton,House only,76
2685,1986-10-01,Saint John,Fredericton,Land only,61
2686,1986-10-01,Québec,Quebec,House only,49
2687,1986-10-01,Québec,Quebec,Land only,28
2688,1986-10-01,Montréal,Quebec,House only,42
2689,1986-10-01,Montréal,Quebec,Land only,36
2690,1986-10-01,Ottawa-Gatineau,Ontario part,House only,43
2691,1986-10-01,Ottawa-Gatineau,Ontario part,Land only,55
2692,1986-10-01,Toronto,Ontario,House only,36
2693,1986-10-01,Toronto,Ontario,Land only,44
2694,1986-10-01,Hamilton,Ontario,House only,38
2695,1986-10-01,Hamilton,Ontario,Land only,59
2696,1986-10-01,St. Catharines-Niagara,Ontario,House only,42
2697,1986-10-01,St. Catharines-Niagara,Ontario,Land only,55
2698,1986-10-01,Kitchener-Cambridge-Waterloo,Ontario,House only,45
2699,1986-10-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,57
2700,1986-10-01,London,Ontario,House only,40
2701,1986-10-01,London,Ontario,Land only,56
2702,1986-10-01,Windsor,Ontario,House only,73
2703,1986-10-01,Windsor,Ontario,Land only,56
2704,1986-10-01,Greater Sudbury,Ontario,House only,64
2705,1986-10-01,Greater Sudbury,Ontario,Land only,56
2706,1986-10-01,Winnipeg,Manitoba,House only,39
2707,1986-10-01,Winnipeg,Manitoba,Land only,28
2708,1986-10-01,Regina,Saskatchewan,House only,24
2709,1986-10-01,Regina,Saskatchewan,Land only,24
2710,1986-10-01,Saskatoon,Saskatchewan,House only,38
2711,1986-10-01,Saskatoon,Saskatchewan,Land only,35
2712,1986-10-01,Calgary,Alberta,House only,25
2713,1986-10-01,Calgary,Alberta,Land only,21
2714,1986-10-01,Edmonton,Alberta,House only,34
2715,1986-10-01,Edmonton,Alberta,Land only,25
2716,1986-10-01,Vancouver,British Columbia,House only,74
2717,1986-10-01,Vancouver,British Columbia,Land only,53
2718,1986-10-01,Victoria,British Columbia,House only,150
2719,1986-10-01,Victoria,British Columbia,Land only,32
2720,1986-11-01,St. John's,Newfoundland and Labrador,House only,40
2721,1986-11-01,St. John's,Newfoundland and Labrador,Land only,36
2722,1986-11-01,Halifax,Nova Scotia,House only,50
2723,1986-11-01,Halifax,Nova Scotia,Land only,52
2724,1986-11-01,Saint John,Fredericton,House only,76
2725,1986-11-01,Saint John,Fredericton,Land only,61
2726,1986-11-01,Québec,Quebec,House only,49
2727,1986-11-01,Québec,Quebec,Land only,28
2728,1986-11-01,Montréal,Quebec,House only,42
2729,1986-11-01,Montréal,Quebec,Land only,37
2730,1986-11-01,Ottawa-Gatineau,Ontario part,House only,44
2731,1986-11-01,Ottawa-Gatineau,Ontario part,Land only,55
2732,1986-11-01,Toronto,Ontario,House only,37
2733,1986-11-01,Toronto,Ontario,Land only,44
2734,1986-11-01,Hamilton,Ontario,House only,41
2735,1986-11-01,Hamilton,Ontario,Land only,60
2736,1986-11-01,St. Catharines-Niagara,Ontario,House only,42
2737,1986-11-01,St. Catharines-Niagara,Ontario,Land only,55
2738,1986-11-01,Kitchener-Cambridge-Waterloo,Ontario,House only,47
2739,1986-11-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,59
2740,1986-11-01,London,Ontario,House only,42
2741,1986-11-01,London,Ontario,Land only,57
2742,1986-11-01,Windsor,Ontario,House only,73
2743,1986-11-01,Windsor,Ontario,Land only,56
2744,1986-11-01,Greater Sudbury,Ontario,House only,64
2745,1986-11-01,Greater Sudbury,Ontario,Land only,56
2746,1986-11-01,Winnipeg,Manitoba,House only,39
2747,1986-11-01,Winnipeg,Manitoba,Land only,29
2748,1986-11-01,Regina,Saskatchewan,House only,24
2749,1986-11-01,Regina,Saskatchewan,Land only,25
2750,1986-11-01,Saskatoon,Saskatchewan,House only,38
2751,1986-11-01,Saskatoon,Saskatchewan,Land only,35
2752,1986-11-01,Calgary,Alberta,House only,25
2753,1986-11-01,Calgary,Alberta,Land only,21
2754,1986-11-01,Edmonton,Alberta,House only,34
2755,1986-11-01,Edmonton,Alberta,Land only,25
2756,1986-11-01,Vancouver,British Columbia,House only,75
2757,1986-11-01,Vancouver,British Columbia,Land only,53
2758,1986-11-01,Victoria,British Columbia,House only,146
2759,1986-11-01,Victoria,British Columbia,Land only,32
2760,1986-12-01,St. John's,Newfoundland and Labrador,House only,40
2761,1986-12-01,St. John's,Newfoundland and Labrador,Land only,36
2762,1986-12-01,Halifax,Nova Scotia,House only,51
2763,1986-12-01,Halifax,Nova Scotia,Land only,52
2764,1986-12-01,Saint John,Fredericton,House only,76
2765,1986-12-01,Saint John,Fredericton,Land only,61
2766,1986-12-01,Québec,Quebec,House only,49
2767,1986-12-01,Québec,Quebec,Land only,28
2768,1986-12-01,Montréal,Quebec,House only,43
2769,1986-12-01,Montréal,Quebec,Land only,37
2770,1986-12-01,Ottawa-Gatineau,Ontario part,House only,44
2771,1986-12-01,Ottawa-Gatineau,Ontario part,Land only,55
2772,1986-12-01,Toronto,Ontario,House only,37
2773,1986-12-01,Toronto,Ontario,Land only,44
2774,1986-12-01,Hamilton,Ontario,House only,41
2775,1986-12-01,Hamilton,Ontario,Land only,60
2776,1986-12-01,St. Catharines-Niagara,Ontario,House only,42
2777,1986-12-01,St. Catharines-Niagara,Ontario,Land only,55
2778,1986-12-01,Kitchener-Cambridge-Waterloo,Ontario,House only,47
2779,1986-12-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,61
2780,1986-12-01,London,Ontario,House only,42
2781,1986-12-01,London,Ontario,Land only,57
2782,1986-12-01,Windsor,Ontario,House only,73
2783,1986-12-01,Windsor,Ontario,Land only,56
2784,1986-12-01,Greater Sudbury,Ontario,House only,64
2785,1986-12-01,Greater Sudbury,Ontario,Land only,56
2786,1986-12-01,Winnipeg,Manitoba,House only,39
2787,1986-12-01,Winnipeg,Manitoba,Land only,29
2788,1986-12-01,Regina,Saskatchewan,House only,24
2789,1986-12-01,Regina,Saskatchewan,Land only,25
2790,1986-12-01,Saskatoon,Saskatchewan,House only,38
2791,1986-12-01,Saskatoon,Saskatchewan,Land only,35
2792,1986-12-01,Calgary,Alberta,House only,25
2793,1986-12-01,Calgary,Alberta,Land only,20
2794,1986-12-01,Edmonton,Alberta,House only,34
2795,1986-12-01,Edmonton,Alberta,Land only,26
2796,1986-12-01,Vancouver,British Columbia,House only,75
2797,1986-12-01,Vancouver,British Columbia,Land only,53
2798,1986-12-01,Victoria,British Columbia,House only,143
2799,1986-12-01,Victoria,British Columbia,Land only,32
2800,1987-01-01,St. John's,Newfoundland and Labrador,House only,40
2801,1987-01-01,St. John's,Newfoundland and Labrador,Land only,36
2802,1987-01-01,Halifax,Nova Scotia,House only,51
2803,1987-01-01,Halifax,Nova Scotia,Land only,52
2804,1987-01-01,Saint John,Fredericton,House only,76
2805,1987-01-01,Saint John,Fredericton,Land only,61
2806,1987-01-01,Québec,Quebec,House only,50
2807,1987-01-01,Québec,Quebec,Land only,29
2808,1987-01-01,Montréal,Quebec,House only,43
2809,1987-01-01,Montréal,Quebec,Land only,38
2810,1987-01-01,Ottawa-Gatineau,Ontario part,House only,44
2811,1987-01-01,Ottawa-Gatineau,Ontario part,Land only,55
2812,1987-01-01,Toronto,Ontario,House only,38
2813,1987-01-01,Toronto,Ontario,Land only,44
2814,1987-01-01,Hamilton,Ontario,House only,41
2815,1987-01-01,Hamilton,Ontario,Land only,60
2816,1987-01-01,St. Catharines-Niagara,Ontario,House only,42
2817,1987-01-01,St. Catharines-Niagara,Ontario,Land only,55
2818,1987-01-01,Kitchener-Cambridge-Waterloo,Ontario,House only,48
2819,1987-01-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,61
2820,1987-01-01,London,Ontario,House only,42
2821,1987-01-01,London,Ontario,Land only,59
2822,1987-01-01,Windsor,Ontario,House only,74
2823,1987-01-01,Windsor,Ontario,Land only,56
2824,1987-01-01,Greater Sudbury,Ontario,House only,64
2825,1987-01-01,Greater Sudbury,Ontario,Land only,56
2826,1987-01-01,Winnipeg,Manitoba,House only,39
2827,1987-01-01,Winnipeg,Manitoba,Land only,29
