housingprice_index,REF_DATE,City,Province,Housing_Type,PRICE_INDEX
10057,2001-10-01,Toronto,Ontario,Land only,78
10058,2001-10-01,Hamilton,Ontario,House only,56
10059,2001-10-01,Hamilton,Ontario,Land only,77
10060,2001-10-01,St. Catharines-Niagara,Ontario,House only,58
10061,2001-10-01,St. Catharines-Niagara,Ontario,Land only,73
10062,2001-10-01,Kitchener-Cambridge-Waterloo,Ontario,House only,62
10063,2001-10-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,85
10064,2001-10-01,London,Ontario,House only,59
10065,2001-10-01,London,Ontario,Land only,92
10066,2001-10-01,Windsor,Ontario,House only,96
10067,2001-10-01,Windsor,Ontario,Land only,84
10068,2001-10-01,Greater Sudbury,Ontario,House only,81
10069,2001-10-01,Greater Sudbury,Ontario,Land only,80
10070,2001-10-01,Winnipeg,Manitoba,House only,51
10071,2001-10-01,Winnipeg,Manitoba,Land only,34
10072,2001-10-01,Regina,Saskatchewan,House only,40
10073,2001-10-01,Regina,Saskatchewan,Land only,34
10074,2001-10-01,Saskatoon,Saskatchewan,House only,49
10075,2001-10-01,Saskatoon,Saskatchewan,Land only,44
10076,2001-10-01,Calgary,Alberta,House only,45
10077,2001-10-01,Calgary,Alberta,Land only,43
10078,2001-10-01,Edmonton,Alberta,House only,54
10079,2001-10-01,Edmonton,Alberta,Land only,46
10080,2001-10-01,Vancouver,British Columbia,House only,70
10081,2001-10-01,Vancouver,British Columbia,Land only,85
10082,2001-10-01,Victoria,British Columbia,House only,103
10083,2001-10-01,Victoria,British Columbia,Land only,59
10084,2001-11-01,St. John's,Newfoundland and Labrador,House only,52
10085,2001-11-01,St. John's,Newfoundland and Labrador,Land only,45
10086,2001-11-01,Charlottetown,Prince Edward Island,House only,88
10087,2001-11-01,Charlottetown,Prince Edward Island,Land only,74
10088,2001-11-01,Halifax,Nova Scotia,House only,67
10089,2001-11-01,Halifax,Nova Scotia,Land only,69
10090,2001-11-01,Saint John,Fredericton,House only,79
10091,2001-11-01,Saint John,Fredericton,Land only,78
10092,2001-11-01,Québec,Quebec,House only,66
10093,2001-11-01,Québec,Quebec,Land only,47
10094,2001-11-01,Montréal,Quebec,House only,62
10095,2001-11-01,Montréal,Quebec,Land only,60
10096,2001-11-01,Ottawa-Gatineau,Ontario part,House only,65
10097,2001-11-01,Ottawa-Gatineau,Ontario part,Land only,80
10098,2001-11-01,Toronto,Ontario,House only,48
10099,2001-11-01,Toronto,Ontario,Land only,78
10100,2001-11-01,Hamilton,Ontario,House only,55
10101,2001-11-01,Hamilton,Ontario,Land only,77
10102,2001-11-01,St. Catharines-Niagara,Ontario,House only,58
10103,2001-11-01,St. Catharines-Niagara,Ontario,Land only,73
10104,2001-11-01,Kitchener-Cambridge-Waterloo,Ontario,House only,62
10105,2001-11-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,85
10106,2001-11-01,London,Ontario,House only,59
10107,2001-11-01,London,Ontario,Land only,92
10108,2001-11-01,Windsor,Ontario,House only,96
10109,2001-11-01,Windsor,Ontario,Land only,84
10110,2001-11-01,Greater Sudbury,Ontario,House only,81
10111,2001-11-01,Greater Sudbury,Ontario,Land only,80
10112,2001-11-01,Winnipeg,Manitoba,House only,51
10113,2001-11-01,Winnipeg,Manitoba,Land only,34
10114,2001-11-01,Regina,Saskatchewan,House only,40
10115,2001-11-01,Regina,Saskatchewan,Land only,34
10116,2001-11-01,Saskatoon,Saskatchewan,House only,49
10117,2001-11-01,Saskatoon,Saskatchewan,Land only,44
10118,2001-11-01,Calgary,Alberta,House only,45
10119,2001-11-01,Calgary,Alberta,Land only,43
10120,2001-11-01,Edmonton,Alberta,House only,55
10121,2001-11-01,Edmonton,Alberta,Land only,46
10122,2001-11-01,Vancouver,British Columbia,House only,70
10123,2001-11-01,Vancouver,British Columbia,Land only,85
10124,2001-11-01,Victoria,British Columbia,House only,103
10125,2001-11-01,Victoria,British Columbia,Land only,59
10126,2001-12-01,St. John's,Newfoundland and Labrador,House only,52
10127,2001-12-01,St. John's,Newfoundland and Labrador,Land only,45
10128,2001-12-01,Charlottetown,Prince Edward Island,House only,88
10129,2001-12-01,Charlottetown,Prince Edward Island,Land only,74
10130,2001-12-01,Halifax,Nova Scotia,House only,67
10131,2001-12-01,Halifax,Nova Scotia,Land only,69
10132,2001-12-01,Saint John,Fredericton,House only,79
10133,2001-12-01,Saint John,Fredericton,Land only,78
10134,2001-12-01,Québec,Quebec,House only,66
10135,2001-12-01,Québec,Quebec,Land only,47
10136,2001-12-01,Montréal,Quebec,House only,62
10137,2001-12-01,Montréal,Quebec,Land only,60
10138,2001-12-01,Ottawa-Gatineau,Ontario part,House only,66
10139,2001-12-01,Ottawa-Gatineau,Ontario part,Land only,80
10140,2001-12-01,Toronto,Ontario,House only,48
10141,2001-12-01,Toronto,Ontario,Land only,78
10142,2001-12-01,Hamilton,Ontario,House only,55
10143,2001-12-01,Hamilton,Ontario,Land only,77
10144,2001-12-01,St. Catharines-Niagara,Ontario,House only,58
10145,2001-12-01,St. Catharines-Niagara,Ontario,Land only,73
10146,2001-12-01,Kitchener-Cambridge-Waterloo,Ontario,House only,62
10147,2001-12-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,85
10148,2001-12-01,London,Ontario,House only,59
10149,2001-12-01,London,Ontario,Land only,92
10150,2001-12-01,Windsor,Ontario,House only,96
10151,2001-12-01,Windsor,Ontario,Land only,84
10152,2001-12-01,Greater Sudbury,Ontario,House only,81
10153,2001-12-01,Greater Sudbury,Ontario,Land only,80
10154,2001-12-01,Winnipeg,Manitoba,House only,51
10155,2001-12-01,Winnipeg,Manitoba,Land only,35
10156,2001-12-01,Regina,Saskatchewan,House only,40
10157,2001-12-01,Regina,Saskatchewan,Land only,34
10158,2001-12-01,Saskatoon,Saskatchewan,House only,49
10159,2001-12-01,Saskatoon,Saskatchewan,Land only,44
10160,2001-12-01,Calgary,Alberta,House only,45
10161,2001-12-01,Calgary,Alberta,Land only,43
10162,2001-12-01,Edmonton,Alberta,House only,55
10163,2001-12-01,Edmonton,Alberta,Land only,46
10164,2001-12-01,Vancouver,British Columbia,House only,70
10165,2001-12-01,Vancouver,British Columbia,Land only,85
10166,2001-12-01,Victoria,British Columbia,House only,103
10167,2001-12-01,Victoria,British Columbia,Land only,59
10168,2002-01-01,St. John's,Newfoundland and Labrador,House only,52
10169,2002-01-01,St. John's,Newfoundland and Labrador,Land only,46
10170,2002-01-01,Charlottetown,Prince Edward Island,House only,88
10171,2002-01-01,Charlottetown,Prince Edward Island,Land only,74
10172,2002-01-01,Halifax,Nova Scotia,House only,67
10173,2002-01-01,Halifax,Nova Scotia,Land only,70
10174,2002-01-01,Saint John,Fredericton,House only,79
10175,2002-01-01,Saint John,Fredericton,Land only,78
10176,2002-01-01,Québec,Quebec,House only,66
10177,2002-01-01,Québec,Quebec,Land only,47
10178,2002-01-01,Montréal,Quebec,House only,62
10179,2002-01-01,Montréal,Quebec,Land only,60
10180,2002-01-01,Ottawa-Gatineau,Ontario part,House only,67
10181,2002-01-01,Ottawa-Gatineau,Ontario part,Land only,80
10182,2002-01-01,Toronto,Ontario,House only,48
10183,2002-01-01,Toronto,Ontario,Land only,78
10184,2002-01-01,Hamilton,Ontario,House only,55
10185,2002-01-01,Hamilton,Ontario,Land only,77
10186,2002-01-01,St. Catharines-Niagara,Ontario,House only,59
10187,2002-01-01,St. Catharines-Niagara,Ontario,Land only,73
10188,2002-01-01,Kitchener-Cambridge-Waterloo,Ontario,House only,62
10189,2002-01-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,85
10190,2002-01-01,London,Ontario,House only,60
10191,2002-01-01,London,Ontario,Land only,92
10192,2002-01-01,Windsor,Ontario,House only,96
10193,2002-01-01,Windsor,Ontario,Land only,84
10194,2002-01-01,Greater Sudbury,Ontario,House only,81
10195,2002-01-01,Greater Sudbury,Ontario,Land only,80
10196,2002-01-01,Winnipeg,Manitoba,House only,51
10197,2002-01-01,Winnipeg,Manitoba,Land only,35
10198,2002-01-01,Regina,Saskatchewan,House only,40
10199,2002-01-01,Regina,Saskatchewan,Land only,34
10200,2002-01-01,Saskatoon,Saskatchewan,House only,49
10201,2002-01-01,Saskatoon,Saskatchewan,Land only,44
10202,2002-01-01,Calgary,Alberta,House only,46
10203,2002-01-01,Calgary,Alberta,Land only,43
10204,2002-01-01,Edmonton,Alberta,House only,55
10205,2002-01-01,Edmonton,Alberta,Land only,46
10206,2002-01-01,Vancouver,British Columbia,House only,70
10207,2002-01-01,Vancouver,British Columbia,Land only,85
10208,2002-01-01,Victoria,British Columbia,House only,103
10209,2002-01-01,Victoria,British Columbia,Land only,59
10210,2002-02-01,St. John's,Newfoundland and Labrador,House only,52
10211,2002-02-01,St. John's,Newfoundland and Labrador,Land only,46
10212,2002-02-01,Charlottetown,Prince Edward Island,House only,88
10213,2002-02-01,Charlottetown,Prince Edward Island,Land only,75
10214,2002-02-01,Halifax,Nova Scotia,House only,67
10215,2002-02-01,Halifax,Nova Scotia,Land only,70
10216,2002-02-01,Saint John,Fredericton,House only,79
10217,2002-02-01,Saint John,Fredericton,Land only,79
10218,2002-02-01,Québec,Quebec,House only,67
10219,2002-02-01,Québec,Quebec,Land only,47
10220,2002-02-01,Montréal,Quebec,House only,63
10221,2002-02-01,Montréal,Quebec,Land only,60
10222,2002-02-01,Ottawa-Gatineau,Ontario part,House only,67
10223,2002-02-01,Ottawa-Gatineau,Ontario part,Land only,80
10224,2002-02-01,Toronto,Ontario,House only,48
10225,2002-02-01,Toronto,Ontario,Land only,78
10226,2002-02-01,Hamilton,Ontario,House only,56
10227,2002-02-01,Hamilton,Ontario,Land only,77
10228,2002-02-01,St. Catharines-Niagara,Ontario,House only,58
10229,2002-02-01,St. Catharines-Niagara,Ontario,Land only,73
10230,2002-02-01,Kitchener-Cambridge-Waterloo,Ontario,House only,62
10231,2002-02-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,85
10232,2002-02-01,London,Ontario,House only,60
10233,2002-02-01,London,Ontario,Land only,92
10234,2002-02-01,Windsor,Ontario,House only,96
10235,2002-02-01,Windsor,Ontario,Land only,86
10236,2002-02-01,Greater Sudbury,Ontario,House only,81
10237,2002-02-01,Greater Sudbury,Ontario,Land only,80
10238,2002-02-01,Winnipeg,Manitoba,House only,51
10239,2002-02-01,Winnipeg,Manitoba,Land only,35
10240,2002-02-01,Regina,Saskatchewan,House only,40
10241,2002-02-01,Regina,Saskatchewan,Land only,35
10242,2002-02-01,Saskatoon,Saskatchewan,House only,49
10243,2002-02-01,Saskatoon,Saskatchewan,Land only,44
10244,2002-02-01,Calgary,Alberta,House only,46
10245,2002-02-01,Calgary,Alberta,Land only,43
10246,2002-02-01,Edmonton,Alberta,House only,56
10247,2002-02-01,Edmonton,Alberta,Land only,46
10248,2002-02-01,Vancouver,British Columbia,House only,71
10249,2002-02-01,Vancouver,British Columbia,Land only,85
10250,2002-02-01,Victoria,British Columbia,House only,103
10251,2002-02-01,Victoria,British Columbia,Land only,59
10252,2002-03-01,St. John's,Newfoundland and Labrador,House only,53
10253,2002-03-01,St. John's,Newfoundland and Labrador,Land only,47
10254,2002-03-01,Charlottetown,Prince Edward Island,House only,88
10255,2002-03-01,Charlottetown,Prince Edward Island,Land only,75
10256,2002-03-01,Halifax,Nova Scotia,House only,67
10257,2002-03-01,Halifax,Nova Scotia,Land only,70
10258,2002-03-01,Saint John,Fredericton,House only,79
10259,2002-03-01,Saint John,Fredericton,Land only,79
10260,2002-03-01,Québec,Quebec,House only,67
10261,2002-03-01,Québec,Quebec,Land only,47
10262,2002-03-01,Montréal,Quebec,House only,63
10263,2002-03-01,Montréal,Quebec,Land only,61
10264,2002-03-01,Ottawa-Gatineau,Ontario part,House only,68
10265,2002-03-01,Ottawa-Gatineau,Ontario part,Land only,80
10266,2002-03-01,Toronto,Ontario,House only,49
10267,2002-03-01,Toronto,Ontario,Land only,78
10268,2002-03-01,Hamilton,Ontario,House only,56
10269,2002-03-01,Hamilton,Ontario,Land only,77
10270,2002-03-01,St. Catharines-Niagara,Ontario,House only,58
10271,2002-03-01,St. Catharines-Niagara,Ontario,Land only,73
10272,2002-03-01,Kitchener-Cambridge-Waterloo,Ontario,House only,62
10273,2002-03-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,85
10274,2002-03-01,London,Ontario,House only,60
10275,2002-03-01,London,Ontario,Land only,92
10276,2002-03-01,Windsor,Ontario,House only,96
10277,2002-03-01,Windsor,Ontario,Land only,86
10278,2002-03-01,Greater Sudbury,Ontario,House only,80
10279,2002-03-01,Greater Sudbury,Ontario,Land only,80
10280,2002-03-01,Winnipeg,Manitoba,House only,52
10281,2002-03-01,Winnipeg,Manitoba,Land only,35
10282,2002-03-01,Regina,Saskatchewan,House only,40
10283,2002-03-01,Regina,Saskatchewan,Land only,35
10284,2002-03-01,Saskatoon,Saskatchewan,House only,49
10285,2002-03-01,Saskatoon,Saskatchewan,Land only,44
10286,2002-03-01,Calgary,Alberta,House only,46
10287,2002-03-01,Calgary,Alberta,Land only,43
10288,2002-03-01,Edmonton,Alberta,House only,57
10289,2002-03-01,Edmonton,Alberta,Land only,46
10290,2002-03-01,Vancouver,British Columbia,House only,71
10291,2002-03-01,Vancouver,British Columbia,Land only,85
10292,2002-03-01,Victoria,British Columbia,House only,103
10293,2002-03-01,Victoria,British Columbia,Land only,59
10294,2002-04-01,St. John's,Newfoundland and Labrador,House only,52
10295,2002-04-01,St. John's,Newfoundland and Labrador,Land only,47
10296,2002-04-01,Charlottetown,Prince Edward Island,House only,88
10297,2002-04-01,Charlottetown,Prince Edward Island,Land only,75
10298,2002-04-01,Halifax,Nova Scotia,House only,68
10299,2002-04-01,Halifax,Nova Scotia,Land only,70
10300,2002-04-01,Saint John,Fredericton,House only,79
10301,2002-04-01,Saint John,Fredericton,Land only,79
10302,2002-04-01,Québec,Quebec,House only,68
10303,2002-04-01,Québec,Quebec,Land only,47
10304,2002-04-01,Montréal,Quebec,House only,64
10305,2002-04-01,Montréal,Quebec,Land only,62
10306,2002-04-01,Ottawa-Gatineau,Ontario part,House only,70
10307,2002-04-01,Ottawa-Gatineau,Ontario part,Land only,79
10308,2002-04-01,Toronto,Ontario,House only,49
10309,2002-04-01,Toronto,Ontario,Land only,78
10310,2002-04-01,Hamilton,Ontario,House only,56
10311,2002-04-01,Hamilton,Ontario,Land only,77
10312,2002-04-01,St. Catharines-Niagara,Ontario,House only,59
10313,2002-04-01,St. Catharines-Niagara,Ontario,Land only,73
10314,2002-04-01,Kitchener-Cambridge-Waterloo,Ontario,House only,63
10315,2002-04-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,85
10316,2002-04-01,London,Ontario,House only,60
10317,2002-04-01,London,Ontario,Land only,92
10318,2002-04-01,Windsor,Ontario,House only,96
10319,2002-04-01,Windsor,Ontario,Land only,86
10320,2002-04-01,Greater Sudbury,Ontario,House only,81
10321,2002-04-01,Greater Sudbury,Ontario,Land only,80
10322,2002-04-01,Winnipeg,Manitoba,House only,52
10323,2002-04-01,Winnipeg,Manitoba,Land only,35
10324,2002-04-01,Regina,Saskatchewan,House only,40
10325,2002-04-01,Regina,Saskatchewan,Land only,35
10326,2002-04-01,Saskatoon,Saskatchewan,House only,49
10327,2002-04-01,Saskatoon,Saskatchewan,Land only,44
10328,2002-04-01,Calgary,Alberta,House only,47
10329,2002-04-01,Calgary,Alberta,Land only,43
10330,2002-04-01,Edmonton,Alberta,House only,58
10331,2002-04-01,Edmonton,Alberta,Land only,46
10332,2002-04-01,Vancouver,British Columbia,House only,71
10333,2002-04-01,Vancouver,British Columbia,Land only,86
10334,2002-04-01,Victoria,British Columbia,House only,103
10335,2002-04-01,Victoria,British Columbia,Land only,59
10336,2002-05-01,St. John's,Newfoundland and Labrador,House only,53
10337,2002-05-01,St. John's,Newfoundland and Labrador,Land only,48
10338,2002-05-01,Charlottetown,Prince Edward Island,House only,88
10339,2002-05-01,Charlottetown,Prince Edward Island,Land only,75
10340,2002-05-01,Halifax,Nova Scotia,House only,68
10341,2002-05-01,Halifax,Nova Scotia,Land only,70
10342,2002-05-01,Saint John,Fredericton,House only,81
10343,2002-05-01,Saint John,Fredericton,Land only,79
10344,2002-05-01,Québec,Quebec,House only,68
10345,2002-05-01,Québec,Quebec,Land only,47
10346,2002-05-01,Montréal,Quebec,House only,64
10347,2002-05-01,Montréal,Quebec,Land only,63
10348,2002-05-01,Ottawa-Gatineau,Ontario part,House only,70
10349,2002-05-01,Ottawa-Gatineau,Ontario part,Land only,79
10350,2002-05-01,Toronto,Ontario,House only,49
10351,2002-05-01,Toronto,Ontario,Land only,78
10352,2002-05-01,Hamilton,Ontario,House only,57
10353,2002-05-01,Hamilton,Ontario,Land only,77
10354,2002-05-01,St. Catharines-Niagara,Ontario,House only,59
10355,2002-05-01,St. Catharines-Niagara,Ontario,Land only,73
10356,2002-05-01,Kitchener-Cambridge-Waterloo,Ontario,House only,64
10357,2002-05-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,85
10358,2002-05-01,London,Ontario,House only,60
10359,2002-05-01,London,Ontario,Land only,92
10360,2002-05-01,Windsor,Ontario,House only,96
10361,2002-05-01,Windsor,Ontario,Land only,86
10362,2002-05-01,Greater Sudbury,Ontario,House only,81
10363,2002-05-01,Greater Sudbury,Ontario,Land only,83
10364,2002-05-01,Winnipeg,Manitoba,House only,52
10365,2002-05-01,Winnipeg,Manitoba,Land only,35
10366,2002-05-01,Regina,Saskatchewan,House only,40
10367,2002-05-01,Regina,Saskatchewan,Land only,35
10368,2002-05-01,Saskatoon,Saskatchewan,House only,49
10369,2002-05-01,Saskatoon,Saskatchewan,Land only,44
10370,2002-05-01,Calgary,Alberta,House only,47
10371,2002-05-01,Calgary,Alberta,Land only,43
10372,2002-05-01,Edmonton,Alberta,House only,58
10373,2002-05-01,Edmonton,Alberta,Land only,47
10374,2002-05-01,Vancouver,British Columbia,House only,71
10375,2002-05-01,Vancouver,British Columbia,Land only,85
10376,2002-05-01,Victoria,British Columbia,House only,108
10377,2002-05-01,Victoria,British Columbia,Land only,59
10378,2002-06-01,St. John's,Newfoundland and Labrador,House only,53
10379,2002-06-01,St. John's,Newfoundland and Labrador,Land only,48
10380,2002-06-01,Charlottetown,Prince Edward Island,House only,88
10381,2002-06-01,Charlottetown,Prince Edward Island,Land only,75
10382,2002-06-01,Halifax,Nova Scotia,House only,68
10383,2002-06-01,Halifax,Nova Scotia,Land only,70
10384,2002-06-01,Saint John,Fredericton,House only,80
10385,2002-06-01,Saint John,Fredericton,Land only,79
10386,2002-06-01,Québec,Quebec,House only,68
10387,2002-06-01,Québec,Quebec,Land only,47
10388,2002-06-01,Montréal,Quebec,House only,64
10389,2002-06-01,Montréal,Quebec,Land only,63
10390,2002-06-01,Ottawa-Gatineau,Ontario part,House only,70
10391,2002-06-01,Ottawa-Gatineau,Ontario part,Land only,79
10392,2002-06-01,Toronto,Ontario,House only,49
10393,2002-06-01,Toronto,Ontario,Land only,78
10394,2002-06-01,Hamilton,Ontario,House only,58
10395,2002-06-01,Hamilton,Ontario,Land only,77
10396,2002-06-01,St. Catharines-Niagara,Ontario,House only,59
10397,2002-06-01,St. Catharines-Niagara,Ontario,Land only,73
10398,2002-06-01,Kitchener-Cambridge-Waterloo,Ontario,House only,65
10399,2002-06-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,85
10400,2002-06-01,London,Ontario,House only,60
10401,2002-06-01,London,Ontario,Land only,92
10402,2002-06-01,Windsor,Ontario,House only,96
10403,2002-06-01,Windsor,Ontario,Land only,86
10404,2002-06-01,Greater Sudbury,Ontario,House only,80
10405,2002-06-01,Greater Sudbury,Ontario,Land only,83
10406,2002-06-01,Winnipeg,Manitoba,House only,52
10407,2002-06-01,Winnipeg,Manitoba,Land only,35
10408,2002-06-01,Regina,Saskatchewan,House only,40
10409,2002-06-01,Regina,Saskatchewan,Land only,36
10410,2002-06-01,Saskatoon,Saskatchewan,House only,49
10411,2002-06-01,Saskatoon,Saskatchewan,Land only,44
10412,2002-06-01,Calgary,Alberta,House only,47
10413,2002-06-01,Calgary,Alberta,Land only,43
10414,2002-06-01,Edmonton,Alberta,House only,59
10415,2002-06-01,Edmonton,Alberta,Land only,47
10416,2002-06-01,Vancouver,British Columbia,House only,71
10417,2002-06-01,Vancouver,British Columbia,Land only,85
