name,pop,location
Perth,6481,"https://www.google.com/maps/?q=44.9001,-76.2494"
Parry Sound,6469,"https://www.google.com/maps/?q=45.3473,-80.0353"
Pointe-Calumet,6396,"https://www.google.com/maps/?q=45.5001,-73.9659"
Morden,6395,"https://www.google.com/maps/?q=49.1919,-98.1014"
Coaldale,6317,"https://www.google.com/maps/?q=49.7167,-112.619"
Summerland,6292,"https://www.google.com/maps/?q=49.5998,-119.669"
Stephenville,6278,"https://www.google.com/maps/?q=48.55,-58.5818"
Amqui,6261,"https://www.google.com/maps/?q=48.4638,-67.4313"
Beauceville,6226,"https://www.google.com/maps/?q=46.2178,-70.7787"
Saint-Joseph-du-Lac,6195,"https://www.google.com/maps/?q=45.5334,-73.9992"
Sooke,6145,"https://www.google.com/maps/?q=48.3746,-123.728"
Iqaluit,6124,"https://www.google.com/maps/?q=63.747,-68.5173"
Drayton Valley,6099,"https://www.google.com/maps/?q=53.2168,-114.985"
Farnham,6061,"https://www.google.com/maps/?q=45.2834,-72.9824"
The Pas,6055,"https://www.google.com/maps/?q=53.8251,-101.254"
Bromont,6049,"https://www.google.com/maps/?q=45.3168,-72.6491"
Saint-Felix-de-Valois,6029,"https://www.google.com/maps/?q=46.1698,-73.4252"
